index,category,brand,title,age,classification,content,nutrient,info,gram,calory,ingredient,detail,from_company,성분등록번호,img
24,개,오픈팜 (OPENFARM),칠면조&닭고기,"퍼피,어덜트,시니어,전연령",건사료,"칠면조, 닭고기, 흰살생선분말, 감자, 병아리콩, 렌즈콩, 완두, 코코넛오일(혼합토코페롤 보존), 청어분말, 토마토, 사과, 호박, 천연향료(건조흰살생선), 아마씨, 알파파, 당근, 치커리뿌리, 연어오일, 소금, 염화칼륨, 염화콜린, 혼합토코페롤(천연보존제), 비타민E, 판토텐산칼슘, 나이아신, 비타민 A, 비타민B2, 비타민D3, 비타민 B12, 비타민B1질산염, 엽산, 아연 단백질화합물, 탄산칼슘, 철단백질화합물, 구리단백질화합물, 망간단백질화합물, 건조효모(셀레늄), 요오드산칼슘, 로즈마리추출물, 타우린, 계피, 강황, 인산이칼슘",조단백 33.0%  조지방 16.0%  칼슘 1.4%  인 1.01%  수분 9%,"그레인프리,글루텐프리",10.8kg,"3,572 kcal/kg","칠면조, 닭고기, 흰살생선분말","연령구분 퍼피,어덜트,시니어,전연령 푸드타입 건사료 중량 10.8kg 주재료 칠면조, 닭고기, 흰살생선분말 식단정보 그레인프리,글루텐프리 칼로리 3,572 kcal/kg 원산지/제조사 미국/Open Farm Inc.",미국/Open Farm Inc.,CCC020024호,https://cdn.purplesto.re/media/store/sale/main_image/openfarm_dog_B123DF01_thumb02.png
25,개,스티브스 리얼푸드 (STEVE'S REAL FOOD),ALL 퍼거트,"퍼피,키튼,어덜트,시니어,전연령",파우더형 건강보조식품,"생(raw) 염소우유, 레드크릴, 코코넛가루, 비트루트, 연어오일, L-라이신, 개밀, 쐐기풀, 멀레인 잎, 마시멜로루트, 토코페놀",조단백 31.1% 조지방 20.1% 조섬유 2.7% 조회분 6.36% 수분 7.9%,비유전자변형,266g,"4,010 kcal/kg","생(raw) 염소우유, 레드크릴, 코코넛가루","연령구분 퍼피,키튼,어덜트,시니어,전연령 푸드타입 파우더형 건강보조식품 중량 266g 주재료 생(raw) 염소우유, 레드크릴, 코코넛가루 식단정보 비유전자변형 칼로리 4,010 kcal/kg 원산지/제조사 미국/Steve's Real Food",미국/Steve's Real Food,제 GGHA50309 호,https://cdn.purplesto.re/media/store/sale/main_image/stevesrealfood_all_B106AY09_thumb01.png
26,개,너리쉬 (NOURISH),치킨 레시피,"어덜트,시니어",저온건조 사료,"닭고기, 닭간, 완두콩, 식물성 글리세린, 코코넛오일, 건조치커리뿌리, 녹색입홍합, 건조켈프, 파슬리, 혼합토코페롤, 비타민A, 비타민D, 염화콜린, 아연단백질화합물, 황산아연, 철단백질화합물, 비타민E.D - 판토텐산 칼슘, 나이아신, 망간단백질화합물, 구리단백질화합물, 리보플라빈, 비타민B1 질산염, 요오드산칼슘, 염산피리독신, 셀레늄효소, 엽산, 비오틴, 비타민 B12",조단백 30.0%  조지방 27.0%  칼슘 1.5%  인 1.0%  수분 13.2%,"그레인프리,글루텐프리",227g,"4,604 kcal/kg","닭고기, 닭간, 완두콩","연령구분 어덜트,시니어 푸드타입 저온건조 사료 중량 227g 주재료 닭고기, 닭간, 완두콩 식단정보 그레인프리,글루텐프리 칼로리 4,604 kcal/kg 원산지/제조사 뉴질랜드/Isle od Dogs",뉴질랜드/Isle od Dogs,제 서울-19594호,https://cdn.purplesto.re/media/store/sale/main_image/nourish_dog_B013DF02_thumb01.png
27,개,그랜마루시 (GRANDMA LUCY'S),마카나 칠면조,"어덜트,시니어",동결건조 사료,"칠면조, 강낭콩, 햄프씨드, 당근, 코코넛, 호박, 케일, 블루베리, 울금(강황), 비타민A, 비타민D3, 비타민E, 니아신, 철, 칼슘, 인, 아연, 리보플라빈, 티아민, 포타슘, 마그네슘, 구리, 피리독신, 비타민 B12",조단백 30.0%  조지방 15.0%  칼슘 1.2%  인 1.0%  수분 8.0%,"단일육류단백질,그레인프리,글루텐프리,비유전자변형",40g,"4,250 kcal/kg","칠면조, 강낭콩, 햄프씨드","연령구분 어덜트,시니어 푸드타입 동결건조 사료 중량 40g 주재료 칠면조, 강낭콩, 햄프씨드 식단정보 단일육류단백질,그레인프리,글루텐프리,비유전자변형 칼로리 4,250 kcal/kg 원산지/제조사 미국/Grandma Lucy's",미국/Grandma Lucy's,제 서울-19594호,https://cdn.purplesto.re/media/store/sale/main_image/grandmalucys_dog_B011DF03_thumb02.png
28,개,프로덴 (PRODEN),플라그오프 덴탈 케어 본 미니 혼합야채,"퍼피,어덜트,시니어,전연령",껌,"천연해초추출물, 말린해조분말, 말린감자, 식물성글리세린, 고구마, 당근, 호박, 천연호박향, 레시틴, 정제수, 알팔파, 아마씨드, 말린바실러스코아큘란 발효제품, 천연구연산",조단백 6.0% 조지방 2.5% 조섬유 2.0% 조회분 4.0% 수분 15%,"그레인프리,글루텐프리",340g (20개입),"2,850 kcal/kg (48 kcal/개)","천연해초추출물, 말린해조분말, 말린감자","연령구분 퍼피,어덜트,시니어,전연령 푸드타입 껌 중량 340g (20개입) 주재료 천연해초추출물, 말린해조분말, 말린감자 식단정보 그레인프리,글루텐프리 칼로리 2,850 kcal/kg (48 kcal/개) 원산지/제조사 미국/SwedenCare",미국/SwedenCare,제 서울-21938호,https://cdn.purplesto.re/media/store/sale/main_image/proden_dog_B051DT09_thumb01.png
29,개,빅스비 (BIXBI),러블 동결건조 연어&치킨,"어덜트,시니어",동결건조 사료,"연어, 송어, 닭고기(뼈, 내장포함), 호박, 코코넛분말, 코코넛오일, 연어오일, 비타민E, 미량광물질단백질화합물(망간/셀레늄효모), 리보플라빈(비타민), 요오드산칼슘, 판토텐산칼슘(미네랄), 혼합토코페롤, 로즈마리추출물",조단백 58%  조지방 18%  칼슘 1.4%  인 1.3%  수분 5%,"그레인프리,글루텐프리",340g,"4,700 kcal/kg","연어, 송어, 닭고기(뼈, 내장포함)","연령구분 어덜트,시니어 푸드타입 동결건조 사료 중량 340g 주재료 연어, 송어, 닭고기(뼈, 내장포함) 식단정보 그레인프리,글루텐프리 칼로리 4,700 kcal/kg 원산지/제조사 미국/BIXBIPET",미국/BIXBIPET,AA6F60058호,https://cdn.purplesto.re/media/store/sale/main_image/bixbi_dog_B111DF04_thumb01.png
30,개,테라카니스 (TERRA CANIS),라이트 치킨과 애호박,"어덜트,시니어",습식사료,"라벨 표기 원재료: 닭 심장, 애호박, 닭 위, 호박, 파파야, 닭 간, 파스닙, 금불초, 유채유, 해초, 아티초크 잎, 바질, 달걀껍질 가루, 로즈힙, 민들레, 미네랄 황토 업체 제공 원재료: 닭심장, 애호박, 호박, 닭위, 닭간, 파파야, 파스닙, 코코넛가루, 호박씨가루, 차전자피, 포도씨유, 아마인유, 맥주효모, 해초, 로즈힙, 아티초크잎, 달걀껍질가루, 바질, 민들레, 규조토. 비타민D3 (E671): 350 IE, 구리 (E4): 3 mg, 요오드 (E2): 0.8 mg, 아연 (E6): 60 mg, 비타민E (dl-a-토코페릴아세테이트): 50 mg  * 업체 제공 원재료가 수정된 최신 정보이며 한글 라벨과 다를 수 있으니 참고해주세요.",조단백 5.3%  조지방 1.8%  칼슘 0.1%  인 0.09%  수분 90.9%,"단일육류단백질,검류미함유,그레인프리,글루텐프리",400g,570 kcal/kg,"닭 심장, 애호박, 닭 위","연령구분 어덜트,시니어 푸드타입 습식사료 중량 400g 주재료 닭 심장, 애호박, 닭 위 식단정보 단일육류단백질,검류미함유,그레인프리,글루텐프리 칼로리 570 kcal/kg 원산지/제조사 독일/Terra Canis",독일/Terra Canis,제 서울-18084호,https://cdn.purplesto.re/media/store/sale/main_image/terracanis_dog_B110DF04_thumb01.png
31,개,나우 (NOW),그레인프리 스몰브리드 어덜트,"어덜트,시니어",건사료,"뼈를 발라낸 칠면조, 통건조란, 완두콩, 감자, 감자분, 완두분, 천연향미제, 아마씨, 카놀라유, 뼈를 발라낸 연어, 뼈를 발라낸 오리, 탄산칼슘, 야자유, 사과, 완두섬유, 제일인산칼슘, 토마토, 알팔파, 당근, 호박, 고구마, 스쿼시, 바나나, 블루베리, 크렌베리, 블랙베리, 석류, 파파야, 렌틸콩, 브로콜리, 폴리인산나트륨, 염화나트륨, 건조 치커리뿌리, 염화콜린, 비타민합제(비타민E, L-아스크로빌-2-폴리포스페이트, d-판토텐산칼슘, 비타민A, 비타민B1질산염, 리보플라빈, 베타카로틴, 비타민B12, 비오틴, 염산피리독신, 비타민D3, 엽산), 미량광물질류합제(황산제일철, 아연단백질화합물, 철단백질화합물, 셀레늄효모, 산화아연, 황산동, 망간단백질화합물, 구리단백질화합물, 산화망간, 요오드산칼슘), 타우린, 건조 락토바실러스 애시도필러스 발효산물, 건조 엔테로코커스 페슘 발효산물, DL-메티오닌, L-라이신, 염화칼륨, 파슬리, 페퍼민트, 녹차추출물, 유카추출물, L-카르니틴, 건조 로즈마리",조단백 27%  조지방 13%  칼슘 1.2%  인 0.7%  수분 10%,"그레인프리,글루텐프리",5.4kg,"3,711 kcal/kg","뼈를 발라낸 칠면조, 통건조란, 완두콩","연령구분 어덜트,시니어 푸드타입 건사료 중량 5.4kg 주재료 뼈를 발라낸 칠면조, 통건조란, 완두콩 식단정보 그레인프리,글루텐프리 칼로리 3,711 kcal/kg 원산지/제조사 캐나다/Petcurean Pet Nutrition Inc.",캐나다/Petcurean Pet Nutrition Inc.,제 서울-19594호,https://cdn.purplesto.re/media/store/sale/main_image/now_dog_B012DF07_thumb01_mm1u0Tc.png
32,개,펫트리온 (PETRION),ALL 츄르 시식세트,"퍼피,키튼,어덜트,시니어,전연령",습식간식,"연어, 참치, 타우린, 클로스트리디움 부티리컴, 당근, 브로콜리, 오메가-3, 한전, 비타민합제 (비타민D, 비타민C), 미네랄합제(철, 구리)",조단백 10%  조지방 1.2%  조섬유 0.07%  조회분 0.8%  수분 90.0% ,"그레인프리,글루텐프리,음수량충전",50g,"1,150 kcal/kg (11.5 kcal/스틱)","연어, 참치, 타우린","연령구분 퍼피,키튼,어덜트,시니어,전연령 푸드타입 습식간식 중량 50g 주재료 연어, 참치, 타우린 식단정보 그레인프리,글루텐프리,음수량충전 칼로리 1,150 kcal/kg (11.5 kcal/스틱) 원산지/제조사 대한민국/(주)미소",대한민국/(주)미소,제 55VY20153호,https://cdn.purplesto.re/media/store/sale/main_image/deal_petrion_all_B132AT0601WS_thumb01.png
33,고양이,어딕션 (ADDICTION),LID 사슴고기,"키튼,어덜트,시니어,전연령",건사료,"건조 사슴, 완두콩, 감자, 타피오카, 닭 지방(혼합 토코페롤로 처리), 아마씨, 천연향, 염화나트륨, 건조 켈프, 건조 크린베리, 건조 사과, 건조 시금치, 건조 맥주 효모, 건조 장구균, 건조 락토바실러스 아시도필루스, 건조 비피도박테리움 롱검, 건조 유산균, 비타민E, 니아신(비타민B3), 판토텐산칼슘(비타민B5), 비타민A, 비타민B1 질산염, 리보플라빈, 염산피리독신(비타민B6), 비오틴(비타민B7), 비타민B12, 비타민D3, 폴산(비타민 B9), 타우린, 염화콜린, 황산마그네슘, 황산아연, 황산제일철(철분제), 탄산칼슘, 황산구리, 황산망간, 요오드산칼슘, 황산코발트, 아셀렌산나트륨, 녹차 추출물, 로즈마리 추출물",조단백 30.0%  조지방 15.0%  칼슘 1.2%  인 1.0%  수분 10.0%,"단일육류단백질,그레인프리",9kg,"3,710 kcal/kg","건조 사슴, 완두콩, 감자","연령구분 키튼,어덜트,시니어,전연령 푸드타입 건사료 중량 9kg 주재료 건조 사슴, 완두콩, 감자 식단정보 단일육류단백질,그레인프리 칼로리 3,710 kcal/kg 원산지/제조사 뉴질랜드/Addiction Food Nz Limited",뉴질랜드/Addiction Food Nz Limited,제 서울-19744호,https://cdn.purplesto.re/media/store/sale/main_image/addiction_cat_B029CF01_thumb01.png
34,고양이,보레알 (BOREAL),주식캔 치킨&치킨간,"어덜트,시니어",습식 사료,"치킨, 치킨 육수, 치킨 간, 완두콩, 강낭콩, 계란, 레시틴, 탄산칼슘, 아마씨, 콜린클로라이드, 생선오일, 일인산나트륨, 식물성오일, 소금, DL-메티오닌, 유카시데게라추출물, 완두콩섬유질, 블루베리, 블랙베리, 사과, 석류, 크랜베리, 타우린, L-아스코르빌-2-폴리포스페이트(비타민C의 공급원), 아연아미노산복합체, 비타민E, 황산제일철, 철아미노산복합체, 황산아연, 니아신, 티아민모노나이트레이트, 구리프로테인산염, 비타민A, 센렌산나트륨, 황산망간, 망간아미노산복합체, D-칼슘판토테네이트, 피리독신염산염, 리보플라빈, 비오틴, 비타민D3, 비타민B12, 요오드산칼슘, 엽산.",조단백 7.2%  조지방 6.3%  칼슘 0.2%  인 0.18%  수분 85%,"검류미함유,그레인프리,글루텐프리","80g, 156g","1,050 kcal/kg","치킨, 치킨육수, 치킨간","연령구분 어덜트,시니어 푸드타입 습식 사료 중량 80g, 156g 주재료 치킨, 치킨육수, 치킨간 식단정보 검류미함유,그레인프리,글루텐프리 칼로리 1,050 kcal/kg 원산지/제조사 캐나다/Boreal Pet Foods.",캐나다/Boreal Pet Foods.,제 CCBZZ0008호,https://cdn.purplesto.re/media/store/sale/main_image/boreal_cat_B050CF07_thumb01.png
35,개,뉴로 (NULO),뉴로 프리스타일 그레인프리 어덜트 칠면조&고구마,"어덜트,시니어",건사료,"칠면조, 연어, 병아리콩, 닭고기지방, 고구마, 노란완두콩, 송어, 콩섬유질, 천연향, 효모, 건조치커리뿌리, 건조토마토, 건조당근, 건조블루베리, 건조사과, 소금, 탄산칼슘, 염화콜린, 염화칼륨, 아연단백질, 비타민E, L-아스코르빌-2-폴리포스페이트(비타민C공급원), 철단백질, 니아신, 구리단백질, 티아민모노니트레이트(비타민B1 공급원), 판토텐산칼슘, 비타민A, 산화망간, 피리독신염산염(비타민B6 공급원), 소디움셀레나이트, 리보플라빈, 비타민D3, 비오틴, 건조바실러스발효균, 비타민B12, 요오드산칼슘, 엽산, 로즈마리추출물",칼슘 : 인 1.1  조단백 33%  조지방 18%  칼슘 1%  인 0.9%  수분 10%,"그레인프리,글루텐프리,비유전자변형,유산균",4.9kg,"3,745 kcal/kg","칠면조, 연어, 병아리콩","연령구분 어덜트,시니어 푸드타입 건사료 중량 4.9kg 주재료 칠면조, 연어, 병아리콩 식단정보 그레인프리,글루텐프리,비유전자변형,유산균 칼로리 3,745 kcal/kg 원산지/제조사 미국/Nulo Inc",미국/Nulo Inc,서울-23093호,https://cdn.purplesto.re/media/store/sale/main_image/nulo_dog_B137DF01_thumb01.png
36,고양이,나우 (NOW),피쉬 어덜트,"어덜트,시니어",건사료,"뼈를 발라낸 송어, 통건조란, 감자,완두콩, 천연맛, 카놀라유, 아마인, 코코넛오일, 뼈를 발라낸 연어, 뼈를 발라낸 청어, 탄산칼슘, 토마토, 알팔파, 사과, 당근, 고구마, 호박, 바나나, 블루베리, 크랜베리, 블랙베리, 석류, 파파야, 렌즈콩, 브로콜리, 말린 치커리뿌리, 인산, 염화나트륨, 염화칼륨, 염화콜린, 비타민합제(A, D3, E, C, B12 등), 미광량물질류합제(아연, 철, 구리 등), L-리진, L-카르티닌",조단백 30.0%  조지방 19.0%  칼슘 0.9%  인 0.5%  수분 10.0%,"그레인프리,글루텐프리","3.6kg, 100g, 7.2kg, 1.8kg","3,988 kcal/kg","뼈를 발라낸 송어, 통건조란, 감자","연령구분 어덜트,시니어 푸드타입 건사료 중량 3.6kg, 100g, 7.2kg, 1.8kg 주재료 뼈를 발라낸 송어, 통건조란, 감자 식단정보 그레인프리,글루텐프리 칼로리 3,988 kcal/kg 원산지/제조사 캐나다/Petcurean Pet Nutrition Inc.",캐나다/Petcurean Pet Nutrition Inc.,제 서울-22065호,https://cdn.purplesto.re/media/store/sale/main_image/now_cat_B012CF04_thumb01.png
37,고양이,뉴로 (NULO),뉴로 프리스타일 그레인프리 헤어볼 칠면조&대구,"키튼,어덜트,시니어,전연령",건사료,"칠면조, 닭고기, 대구, 병아리콩, 녹색렌틸콩, 억새풀, 닭고기 지방, 연어, 천연향, 아마씨, 연어오일, 염화콜린, 건조치커리뿌리, 탄산칼슘, DL-메티오닌, 건조크랜베리, 건조켈프, 건조고구마, 비타민E, 유카시데게라추출물, L-카르니틴, 타우린, 아연단백질, 니아신, 황산아연, 철단백질, L-아스코르빌-2-폴리포스페이트(비타민C 공급원), 산화망간, 비타민A, 티아민모노니트레 이트, 판토센산칼슘, 구리단백질, 황산구리, 망간단백질, 리보플라빈, 피리독신염산염, 비오틴, 건조 바실러스발효균, 비타민B12, 산화망간, 비타민D3, 엽산, 소디움셀레나이트, 요오드산칼슘, 로즈마리추출물",조단백 40%  조지방 16%  칼슘 1.3%  인 0.9%  수분 10%,"그레인프리,글루텐프리,비유전자변형,유산균",2.2kg,"3,551 kcal/kg","칠면조, 닭고기, 대구","연령구분 키튼,어덜트,시니어,전연령 푸드타입 건사료 중량 2.2kg 주재료 칠면조, 닭고기, 대구 식단정보 그레인프리,글루텐프리,비유전자변형,유산균 칼로리 3,551 kcal/kg 원산지/제조사 미국/Nulo Inc",미국/Nulo Inc,서울-23093호,https://cdn.purplesto.re/media/store/sale/main_image/nulo_cat_B137CF10_thumb02.png
38,개,보레알 (BOREAL),바이탈 화이트피쉬,"퍼피,어덜트,시니어,전연령",건사료,"흰살생선, 흰강낭콩, 렌틸콩, 완두콩분말, 카놀라유, 아마씨, 건조사탕무박, 천연향, 효모추출물, 레시틴, 소금, 염화콜린, 염화칼륨, 블루베리, 크랜베리, 사과, 당근, 시금치, 프록토올리고당, 푸마르산, 젖산, 구연산, 말산, 타임추출물, 비타민E, 황산아연, 황산제일철, 아연아미노산, 철아미노산, 이노시톨, 니아신, 황산구리, 티아민질산염, 판토텐산, 염산피리독신, 망간아미노산, 비타민B12, 비타민D3, 요오드산칼슘, 아셀렌산나트륨, 엽산, 로즈마리추출물",조단백 28%  조지방 15%  칼슘 1.5%  인 1%  수분 10%,"단일육류단백질,그레인프리,글루텐프리","2.2kg, 11.3kg","3,750 kcal/kg","흰살생선, 흰강낭콩, 렌틸콩","연령구분 퍼피,어덜트,시니어,전연령 푸드타입 건사료 중량 2.2kg, 11.3kg 주재료 흰살생선, 흰강낭콩, 렌틸콩 식단정보 단일육류단백질,그레인프리,글루텐프리 칼로리 3,750 kcal/kg 원산지/제조사 캐나다/Boreal Pet Foods.",캐나다/Boreal Pet Foods.,,https://cdn.purplesto.re/media/store/sale/main_image/boreal_dog_B050DF18_thumb01.png
